feature,variable_name,description,bank_finalized,feature_family,transform_family,window,direction,availability_class,sensitive,sensitive_kind,leakage_status,semantic_tags
F2036,AVG_CI_NON_CASH_CHQ_AMT_CR_L14D,Average Customer Induced Non Cash Non Cheque Credit Amount - last 14D,False,NON_CASH_CHQ,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|NON_CASH_CHQ|WINDOW_L14D
F2037,AVG_CI_NON_CASH_CHQ_AMT_DB_L14D,Average Customer Induced Non Cash Non Cheque Debit Amount - last 14D,False,NON_CASH_CHQ,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|NON_CASH_CHQ|WINDOW_L14D
F2038,AVG_CI_TXNS_L14D,Average Customer Incduced Total Txns - last 14D,False,CASH_INTENSIVE,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|CASH_INTENSIVE|TRANSACTION_COUNT|WINDOW_L14D
F2039,AVG_CI_TXNS_CR_L14D,Average Customer Incduced Credit Txns - last 14D,False,CASH_INTENSIVE,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CASH_INTENSIVE|CREDIT|TRANSACTION_COUNT|WINDOW_L14D
F2040,AVG_CI_TXNS_DB_L14D,Average Customer Incduced Debit Txns - last 14D,False,CASH_INTENSIVE,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|CASH_INTENSIVE|DEBIT|TRANSACTION_COUNT|WINDOW_L14D
F2041,AVG_CI_AMT_L14D,Average Customer Induced Total Amount - last 14D,False,CASH_INTENSIVE,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CASH_INTENSIVE|WINDOW_L14D
F2042,AVG_CI_AMT_CR_L14D,Average Customer Induced Credit Amount - last 14D,False,CASH_INTENSIVE,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CASH_INTENSIVE|CREDIT|WINDOW_L14D
F2043,AVG_CI_AMT_DB_L14D,Average Customer Induced Debit Amount - last 14D,False,CASH_INTENSIVE,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CASH_INTENSIVE|DEBIT|WINDOW_L14D
F2044,AVG_ATM_TXNS_L14D,Average Bank Induced Fees Charges Total Txns - last 14D,False,ATM,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,ATM|AVERAGE|TRANSACTION_COUNT|WINDOW_L14D
F2045,AVG_ATM_TXNS_CR_L14D,Average Bank Induced Fees Charges Credit Txns - last 14D,False,ATM,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,ATM|AVERAGE|CREDIT|TRANSACTION_COUNT|WINDOW_L14D
F2046,AVG_ATM_TXNS_DB_L14D,Average Bank Induced Fees Charges Debit Txns - last 14D,False,ATM,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,ATM|AVERAGE|DEBIT|TRANSACTION_COUNT|WINDOW_L14D
F2047,AVG_ATM_AMT_L14D,Average Bank Induced Fees Charges Total Amount - last 14D,False,ATM,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|ATM|AVERAGE|WINDOW_L14D
F2048,AVG_ATM_AMT_CR_L14D,Average Bank Induced Fees Charges Credit Amount - last 14D,False,ATM,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|ATM|AVERAGE|CREDIT|WINDOW_L14D
F2049,AVG_ATM_AMT_DB_L14D,Average Bank Induced Fees Charges Debit Amount - last 14D,False,ATM,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|ATM|AVERAGE|DEBIT|WINDOW_L14D
F2050,AVG_BI_FEES_CHRGS_TXNS_L14D,Average Bank Induced Fees Charges  Total Txns - last 14D,False,FEES_AND_CHARGES,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|FEES_AND_CHARGES|TRANSACTION_COUNT|WINDOW_L14D
F2051,AVG_BI_FEES_CHRGS_TXNS_CR_L14D,Average Bank Induced Fees Charges  Credit Txns - last 14D,False,FEES_AND_CHARGES,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|FEES_AND_CHARGES|TRANSACTION_COUNT|WINDOW_L14D
F2052,AVG_BI_FEES_CHRGS_TXNS_DB_L14D,Average Bank Induced Fees Charges  Debit Txns - last 14D,False,FEES_AND_CHARGES,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|FEES_AND_CHARGES|TRANSACTION_COUNT|WINDOW_L14D
F2053,AVG_BI_FEES_CHRGS_AMT_L14D,Average Bank Induced Fees Charges  Total Amount - last 14D,False,FEES_AND_CHARGES,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|FEES_AND_CHARGES|WINDOW_L14D
F2054,AVG_BI_FEES_CHRGS_AMT_CR_L14D,Average Bank Induced Fees Charges  Credit Amount - last 14D,False,FEES_AND_CHARGES,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|FEES_AND_CHARGES|WINDOW_L14D
F2055,AVG_BI_FEES_CHRGS_AMT_DB_L14D,Average Bank Induced Fees Charges  Debit Amount - last 14D,False,FEES_AND_CHARGES,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|FEES_AND_CHARGES|WINDOW_L14D
F2056,AVG_CI_FEES_CHRGS_TXNS_L14D,Average Customer Induced Fees Charges Total Txns - last 14D,False,FEES_AND_CHARGES,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|FEES_AND_CHARGES|TRANSACTION_COUNT|WINDOW_L14D
F2057,AVG_CI_FEES_CHRGS_TXNS_CR_L14D,Average Customer Induced Fees Charges Credit Txns - last 14D,False,FEES_AND_CHARGES,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|FEES_AND_CHARGES|TRANSACTION_COUNT|WINDOW_L14D
F2058,AVG_CI_FEES_CHRGS_TXNS_DB_L14D,Average Customer Induced Fees Charges Debit Txns - last 14D,False,FEES_AND_CHARGES,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|FEES_AND_CHARGES|TRANSACTION_COUNT|WINDOW_L14D
F2059,AVG_CI_FEES_CHRGS_AMT_L14D,Average Customer Induced Fees Charges Total Amount - last 14D,False,FEES_AND_CHARGES,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|FEES_AND_CHARGES|WINDOW_L14D
F2060,AVG_CI_FEES_CHRGS_AMT_CR_L14D,Average Customer Induced Fees Charges Credit Amount - last 14D,False,FEES_AND_CHARGES,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|FEES_AND_CHARGES|WINDOW_L14D
F2061,AVG_CI_FEES_CHRGS_AMT_DB_L14D,Average Customer Induced Fees Charges Debit Amount - last 14D,False,FEES_AND_CHARGES,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|FEES_AND_CHARGES|WINDOW_L14D
F2062,AVG_GST_TXNS_L14D,Average GST Total Txns - last 14D,False,GST,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|GST|TRANSACTION_COUNT|WINDOW_L14D
F2063,AVG_GST_TXNS_CR_L14D,Average GST Credit Txns - last 14D,False,GST,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|GST|TRANSACTION_COUNT|WINDOW_L14D
F2064,AVG_GST_TXNS_DB_L14D,Average GST Debit Txns - last 14D,False,GST,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|GST|TRANSACTION_COUNT|WINDOW_L14D
F2065,AVG_GST_AMT_L14D,Average GST Total Amount - last 14D,False,GST,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|GST|WINDOW_L14D
F2066,AVG_GST_AMT_CR_L14D,Average GST Credit Amount - last 14D,False,GST,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|GST|WINDOW_L14D
F2067,AVG_GST_AMT_DB_L14D,Average GST Debit Amount - last 14D,False,GST,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|GST|WINDOW_L14D
F2068,AVG_ELEC_XFER_TXNS_L14D,Average Online Transfer (IMPS+NEFT+RTGS) Total Txns - last 14D,False,ELEC_XFER,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|ELEC_XFER|TRANSACTION_COUNT|WINDOW_L14D
F2069,AVG_ELEC_XFER_TXNS_CR_L14D,Average Online Transfer (IMPS+NEFT+RTGS) Credit Txns - last 14D,False,ELEC_XFER,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|ELEC_XFER|TRANSACTION_COUNT|WINDOW_L14D
F2070,AVG_ELEC_XFER_TXNS_DB_L14D,Average Online Transfer (IMPS+NEFT+RTGS) Debit Txns - last 14D,False,ELEC_XFER,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|ELEC_XFER|TRANSACTION_COUNT|WINDOW_L14D
F2071,AVG_ELEC_XFER_AMT_L14D,Average Online Transfer (IMPS+NEFT+RTGS) Total Amount - last 14D,False,ELEC_XFER,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|ELEC_XFER|WINDOW_L14D
F2072,AVG_ELEC_XFER_AMT_CR_L14D,Average Online Transfer (IMPS+NEFT+RTGS) Credit Amount - last 14D,False,ELEC_XFER,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|ELEC_XFER|WINDOW_L14D
F2073,AVG_ELEC_XFER_AMT_DB_L14D,Average Online Transfer (IMPS+NEFT+RTGS) Debit Amount - last 14D,False,ELEC_XFER,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|ELEC_XFER|WINDOW_L14D
F2074,AVG_UPI_XFER_TXNS_L14D,Average UPI Total Txns - last 14D,False,UPI_XFER,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|TRANSACTION_COUNT|UPI_XFER|WINDOW_L14D
F2075,AVG_UPI_TXNS_CR_L14D,Average UPI Total Amount - last 14D,False,UPI,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|UPI|WINDOW_L14D
F2076,AVG_UPI_TXNS_DB_L14D,Average UPI Credit Txns - last 14D,False,UPI,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|TRANSACTION_COUNT|UPI|WINDOW_L14D
F2077,AVG_UPI_XFER_AMT_L14D,Average UPI Debit Txns - last 14D,False,UPI_XFER,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|TRANSACTION_COUNT|UPI_XFER|WINDOW_L14D
F2078,AVG_UPI_AMT_CR_L14D,Average UPI Credit Amount - last 14D,False,UPI,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|UPI|WINDOW_L14D
F2079,AVG_UPI_AMT_DB_L14D,Average UPI Debit Amount - last 14D,False,UPI,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|UPI|WINDOW_L14D
F2080,AVG_NET_BNKING_TXNS_L14D,Average Net Banking Total Txns - last 14D,False,NET_BANKING,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|NET_BANKING|TRANSACTION_COUNT|WINDOW_L14D
F2081,AVG_NET_BNKING_TXNS_CR_L14D,Average Net Banking Credit Txns - last 14D,False,NET_BANKING,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|NET_BANKING|TRANSACTION_COUNT|WINDOW_L14D
F2082,AVG_NET_BNKING_TXNS_DB_L14D,Average Net Banking Debit Txns - last 14D,True,NET_BANKING,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|NET_BANKING|TRANSACTION_COUNT|WINDOW_L14D
F2083,AVG_NET_BNKING_AMT_L14D,Average Net Banking Total Amount - last 14D,False,NET_BANKING,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|NET_BANKING|WINDOW_L14D
F2084,AVG_NET_BNKING_AMT_CR_L14D,Average Net Banking Credit Amount - last 14D,False,NET_BANKING,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|NET_BANKING|WINDOW_L14D
F2085,AVG_NET_BNKING_AMT_DB_L14D,Average Net Banking Debit Amount - last 14D,False,NET_BANKING,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|NET_BANKING|WINDOW_L14D
F2086,AVG_MOB_BNKING_TXNS_L14D,Average Mobile Banking Total Txns - last 14D,False,MOBILE_BANKING,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|MOBILE_BANKING|TRANSACTION_COUNT|WINDOW_L14D
F2087,AVG_MBNKING_TXNS_CR_L14D,Average Mobile Banking Total Amount - last 14D,False,MOBILE_BANKING,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|MOBILE_BANKING|WINDOW_L14D
F2088,AVG_MBNKING_TXNS_DB_L14D,Average Mobile Banking Credit Txns - last 14D,False,MOBILE_BANKING,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|MOBILE_BANKING|TRANSACTION_COUNT|WINDOW_L14D
F2089,AVG_MOB_BNKING_AMT_L14D,Average Mobile Banking Debit Txns - last 14D,False,MOBILE_BANKING,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|MOBILE_BANKING|TRANSACTION_COUNT|WINDOW_L14D
F2090,AVG_MBNKING_AMT_CR_L14D,Average Mobile Banking Credit Amount - last 14D,False,MOBILE_BANKING,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|MOBILE_BANKING|WINDOW_L14D
F2091,AVG_MBNKING_AMT_DB_L14D,Average Mobile Banking Debit Amount - last 14D,False,MOBILE_BANKING,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|MOBILE_BANKING|WINDOW_L14D
F2092,AVG_POS_PYMT_TXNS_L14D,Average Merchant Payment Total Txns - last 14D,False,POS_MERCHANT,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|POS_MERCHANT|TRANSACTION_COUNT|WINDOW_L14D
F2093,AVG_POS_PYMT_TXNS_CR_L14D,Average Merchant Payment Credit Txns - last 14D,False,POS_MERCHANT,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|POS_MERCHANT|TRANSACTION_COUNT|WINDOW_L14D
F2094,AVG_POS_PYMT_TXNS_DB_L14D,Average Merchant Payment Debit Txns - last 14D,False,POS_MERCHANT,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|POS_MERCHANT|TRANSACTION_COUNT|WINDOW_L14D
F2095,AVG_POS_PYMT_AMT_L14D,Average Merchant Payment Total Amount - last 14D,False,POS_MERCHANT,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|POS_MERCHANT|WINDOW_L14D
F2096,AVG_POS_PYMT_AMT_CR_L14D,Average Merchant Payment Credit Amount - last 14D,False,POS_MERCHANT,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|POS_MERCHANT|WINDOW_L14D
F2097,AVG_POS_PYMT_AMT_DB_L14D,Average Merchant Payment Debit Amount - last 14D,False,POS_MERCHANT,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|POS_MERCHANT|WINDOW_L14D
F2098,AVG_BBPS_TXNS_L14D,Average Cash Total Txns - last 14D,False,BBPS,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|BBPS|TRANSACTION_COUNT|WINDOW_L14D
F2099,AVG_BBPS_TXNS_CR_L14D,Average Cash Credit Txns - last 14D,False,BBPS,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|BBPS|CREDIT|TRANSACTION_COUNT|WINDOW_L14D
F2100,AVG_BBPS_TXNS_DB_L14D,Average Cash Debit Txns - last 14D,False,BBPS,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|BBPS|DEBIT|TRANSACTION_COUNT|WINDOW_L14D
F2101,AVG_BBPS_AMT_L14D,Average Cash Total Amount - last 14D,False,BBPS,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|BBPS|WINDOW_L14D
F2102,AVG_BBPS_AMT_CR_L14D,Average Cash Credit Amount - last 14D,False,BBPS,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|BBPS|CREDIT|WINDOW_L14D
F2103,AVG_BBPS_AMT_DB_L14D,Average Cash Debit Amount - last 14D,False,BBPS,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|BBPS|DEBIT|WINDOW_L14D
F2104,AVG_APB_TXNS_L14D,Average Bharat Bill Payment System Total Txns - last 14D,False,AADHAAR_PAYMENT_BRIDGE,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AVERAGE|TRANSACTION_COUNT|WINDOW_L14D
F2105,AVG_APB_TXNS_CR_L14D,Average Bharat Bill Payment System Credit Txns - last 14D,False,AADHAAR_PAYMENT_BRIDGE,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AVERAGE|CREDIT|TRANSACTION_COUNT|WINDOW_L14D
F2106,AVG_APB_TXNS_DB_L14D,Average Bharat Bill Payment System Debit Txns - last 14D,False,AADHAAR_PAYMENT_BRIDGE,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AVERAGE|DEBIT|TRANSACTION_COUNT|WINDOW_L14D
F2107,AVG_APB_AMT_L14D,Average Bharat Bill Payment System Total Amount - last 14D,False,AADHAAR_PAYMENT_BRIDGE,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AMOUNT|AVERAGE|WINDOW_L14D
F2108,AVG_APB_AMT_CR_L14D,Average Bharat Bill Payment System Credit Amount - last 14D,False,AADHAAR_PAYMENT_BRIDGE,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AMOUNT|AVERAGE|CREDIT|WINDOW_L14D
F2109,AVG_APB_AMT_DB_L14D,Average Bharat Bill Payment System Debit Amount - last 14D,False,AADHAAR_PAYMENT_BRIDGE,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AMOUNT|AVERAGE|DEBIT|WINDOW_L14D
F2110,AVG_LOAN_TXNS_L14D,Average Loan Total Txns - last 14D,False,LOAN,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|LOAN|TRANSACTION_COUNT|WINDOW_L14D
F2111,AVG_LOAN_TXNS_CR_L14D,Average Loan Credit Txns - last 14D,False,LOAN,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|LOAN|TRANSACTION_COUNT|WINDOW_L14D
F2112,AVG_LOAN_TXNS_DB_L14D,Average Loan Debit Txns - last 14D,False,LOAN,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|LOAN|TRANSACTION_COUNT|WINDOW_L14D
F2113,AVG_LOAN_AMT_L14D,Average Loan Total Amount - last 14D,False,LOAN,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|LOAN|WINDOW_L14D
F2114,AVG_LOAN_AMT_CR_L14D,Average Loan Credit Amount - last 14D,False,LOAN,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|LOAN|WINDOW_L14D
F2115,AVG_LOAN_AMT_DB_L14D,Average Loan Debit Amount - last 14D,False,LOAN,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|LOAN|WINDOW_L14D
F2116,AVG_STDNG_INSTR_L14D,Average Standing Instruction Total Txns - last 14D,False,STANDING_INSTRUCTION,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|STANDING_INSTRUCTION|TRANSACTION_COUNT|WINDOW_L14D
F2117,AVG_STDNG_INSTR_CR_TXNS_L14D,Average Standing Instruction Credit Txns - last 14D,False,STANDING_INSTRUCTION,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|STANDING_INSTRUCTION|TRANSACTION_COUNT|WINDOW_L14D
F2118,AVG_STDNG_INSTR_DB_TXNS_L14D,Average Standing Instruction Debit Txns - last 14D,False,STANDING_INSTRUCTION,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|STANDING_INSTRUCTION|TRANSACTION_COUNT|WINDOW_L14D
F2119,AVG_STDNG_INSTR_AMT_L14D,Average Standing Instruction Total Amount - last 14D,False,STANDING_INSTRUCTION,AVERAGE,L14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|STANDING_INSTRUCTION|WINDOW_L14D
F2120,AVG_STDNG_INSTR_AMT_CR_L14D,Average Standing Instruction Credit Amount - last 14D,False,STANDING_INSTRUCTION,AVERAGE,L14D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|STANDING_INSTRUCTION|WINDOW_L14D
F2121,AVG_STDNG_INSTR_AMT_DB_L14D,Average Standing Instruction Debit Amount - last 14D,False,STANDING_INSTRUCTION,AVERAGE,L14D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|STANDING_INSTRUCTION|WINDOW_L14D
F2122,AVG_CASH_TXNS_L31D,Average Cash Transaction Count - last 31D,True,CASH,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|CASH|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2123,AVG_CASH_TXNS_CR_L31D,Average Cash Credit Transaction Count - last 31D,False,CASH,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CASH|CREDIT|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2124,AVG_CASH_TXNS_DB_L31D,Average Cash Debit Transaction Count - last 31D,False,CASH,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|CASH|DEBIT|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2125,AVG_CASH_AMT_L31D,Average Cash Total Amount - last 31D,False,CASH,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CASH|LONG_WINDOW|WINDOW_L31D
F2126,AVG_CASH_AMT_CR_L31D,Average Cash Credit Amount - last 31D,False,CASH,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CASH|CREDIT|LONG_WINDOW|WINDOW_L31D
F2127,AVG_CASH_AMT_DB_L31D,Average Cash Debit Amount - last 31D,False,CASH,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CASH|DEBIT|LONG_WINDOW|WINDOW_L31D
F2128,AVG_CHQ_TXNS_L31D,Average Cheque Total Txns - last 31D,False,CHEQUE,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|CHEQUE|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2129,AVG_CHQ_TXNS_CR_L31D,Average Cheque Credit Txns - last 31D,False,CHEQUE,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CHEQUE|CREDIT|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2130,AVG_CHQ_TXNS_DB_L31D,Average Cheque Debit Txns - last 31D,False,CHEQUE,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|CHEQUE|DEBIT|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2131,AVG_CHQ_AMT_L31D,Average Cheque Total Amount - last 31D,False,CHEQUE,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CHEQUE|LONG_WINDOW|WINDOW_L31D
F2132,AVG_CHQ_AMT_CR_L31D,Average Cheque Credit Amount - last 31D,False,CHEQUE,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CHEQUE|CREDIT|LONG_WINDOW|WINDOW_L31D
F2133,AVG_CHQ_AMT_DB_L31D,Average Cheque Debit Amount - last 31D,False,CHEQUE,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CHEQUE|DEBIT|LONG_WINDOW|WINDOW_L31D
F2134,AVG_NON_CASH_CHQ_TXNS_L31D,Average Non Cash Non Cheque Total Txns - last 31D,False,NON_CASH_CHQ,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|LONG_WINDOW|NON_CASH_CHQ|TRANSACTION_COUNT|WINDOW_L31D
F2135,AVG_NON_CASH_CHQ_TXNS_CR_L31D,Average Non Cash Non Cheque Credit Txns - last 31D,False,NON_CASH_CHQ,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|LONG_WINDOW|NON_CASH_CHQ|TRANSACTION_COUNT|WINDOW_L31D
F2136,AVG_NON_CASH_CHQ_TXNS_DB_L31D,Average Non Cash Non Cheque Debit Txns - last 31D,False,NON_CASH_CHQ,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|LONG_WINDOW|NON_CASH_CHQ|TRANSACTION_COUNT|WINDOW_L31D
F2137,AVG_NON_CASH_CHQ_AMT_L31D,Average Non Cash Non Cheque Total Amount - last 31D,False,NON_CASH_CHQ,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|LONG_WINDOW|NON_CASH_CHQ|WINDOW_L31D
F2138,AVG_NON_CASH_CHQ_AMT_CR_L31D,Average Non Cash Non Cheque Credit Amount - last 31D,False,NON_CASH_CHQ,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|LONG_WINDOW|NON_CASH_CHQ|WINDOW_L31D
