feature,dtype,n_missing,missing_rate,n_unique,is_constant,top_value_share,is_quasi_constant,zero_rate,min,max,mean,std,q01,q25,q50,q75,q99,is_integer_valued,top_values,content_hash,duplicate_of
F1620,Float64,13,0.001431,11,false,0.901643,false,0.901643,0.0,11.0,0.1442275884882567,0.5517991817685858,0.0,0.0,0.0,0.0,2.0,true,0.0:8177; 1.0:657; 2.0:149; 3.0:43; 4.0:21,625de155c6c937b598a5e106fde6e882957c9398b67034aff1baa146b113b979,
F1621,Float64,13,0.001431,298,false,0.901643,false,0.901643,0.0,621630.0,711.9748671297829,14329.260720284601,0.0,0.0,0.0,0.0,2764.08799999992,false,,eefcb031157ea577a0c1486f85a9e02a6592140bc0e6c5e8ba2e9d6724b29870,
F1622,Float64,13,0.001431,2,false,0.99989,true,0.99989,0.0,1531.0,0.16881684860513838,16.075761135513734,0.0,0.0,0.0,0.0,0.0,true,0.0:9068; 1531.0:1,b9c8d216be32bff435e532d4668df2d0a0c675c7c8f2163682ff6298978aae05,
F1623,Float64,13,0.001431,297,false,0.901643,false,0.901643,0.0,621630.0,711.8060502811777,14329.256613221874,0.0,0.0,0.0,0.0,2764.08799999992,false,,3d9197fa39cf55f1bc20e929a522c7bdb9d582e191498ca4ea9a779f4feb96a1,
F1624,Float64,13,0.001431,20,false,0.876172,false,0.876172,0.0,53.0,0.2349762928658066,1.0872341124182834,0.0,0.0,0.0,0.0,4.0,true,0.0:7946; 1.0:730; 2.0:207; 3.0:86; 4.0:34,13d851e19913ef0138f599897aea50899d406c113a4534cf61140503358d357d,
F1625,Float64,13,0.001431,11,false,0.993825,true,0.993825,0.0,53.0,0.021942882346454955,0.6688106472078768,0.0,0.0,0.0,0.0,0.0,true,0.0:9013; 1.0:37; 2.0:5; 6.0:5; 4.0:2,c53eb058112827a68d93d841a0dbdca63392ea91dbd9f287a2d744c8621ccc9e,
F1626,Float64,13,0.001431,18,false,0.881464,false,0.881464,0.0,19.0,0.21303341051935162,0.8595502963598353,0.0,0.0,0.0,0.0,3.0,true,0.0:7994; 1.0:706; 2.0:198; 3.0:83; 4.0:32,3ee51fd42da06dc2698236a85397c542522bf86c8e6909b9021df7bc50c49712,
F1627,Float64,13,0.001431,302,false,0.876172,false,0.876172,0.0,3323000.0,1756.5005171463226,47779.48998613079,0.0,0.0,0.0,0.0,3880.414399999995,false,,77d8131cbaeb74bb3d352b46f019fe694a55177d7647a1bf8046fce581f53855,
F1628,Float64,13,0.001431,46,false,0.993825,true,0.993825,0.0,3323000.0,1009.9841217333775,39035.52161576892,0.0,0.0,0.0,0.0,0.0,true,,867c8b1f13576f5b0a4f5c6c44586cde29d1f0532c56a950507139f40d74f0f9,
F1629,Float64,13,0.001431,268,false,0.881464,false,0.881464,0.0,2000215.96,746.5163954129453,27511.154868188325,0.0,0.0,0.0,0.0,1509.4399999999914,false,,a092ddf40d7edcb9483271272e8925bdd10f8f6a9df54468a46f662f579d4f9e,
F1630,Float64,13,0.001431,16,false,0.947734,false,0.947734,0.0,84.0,0.10409085897011798,1.217894033143122,0.0,0.0,0.0,0.0,2.0,true,0.0:8595; 1.0:360; 2.0:53; 3.0:19; 4.0:16,c9857b471d690301f25f269daf5e957f4ca0e42a794f2f135da29b388e01680a,
F1631,Float64,13,0.001431,10,false,0.994046,true,0.994046,0.0,14.0,0.017311721248208182,0.35983757557927226,0.0,0.0,0.0,0.0,0.0,true,0.0:9015; 1.0:32; 2.0:9; 13.0:3; 5.0:2,f334ae3bc3c05cf627543f401a03da141596bce9e7fc5f2d73b62164dec2c558,
F1632,Float64,13,0.001431,14,false,0.952145,false,0.952145,0.0,80.0,0.0867791377219098,1.0885740048590111,0.0,0.0,0.0,0.0,2.0,true,0.0:8635; 1.0:341; 2.0:46; 3.0:17; 4.0:15,2d6dc48b71a8440d8d1f53f7f5f90feef4e1aece55413b82a959baa763424af0,
F1633,Float64,13,0.001431,300,false,0.947734,false,0.947734,0.0,46659988.0,38277.674680780685,754477.855044974,0.0,0.0,0.0,0.0,243402.91999999754,false,,10d2cbe7de475be316f563b269cbf3df549a783426cda3c8f14890bf9557637c,
F1634,Float64,13,0.001431,49,false,0.994046,true,0.994046,0.0,21756188.0,10727.092552651891,323355.89661106875,0.0,0.0,0.0,0.0,0.0,false,,100db40695d710d7ae0bcaca04d7d9ef8155652db407cc9aef11ecc298b0ab0b,
F1635,Float64,13,0.001431,268,false,0.952145,false,0.952145,0.0,46659988.0,27550.582128128794,676993.8230417672,0.0,0.0,0.0,0.0,90860.0,false,,20492daf5dc5c1bf8e6878c099bb0eaa5cdcd81d189965e853a7c77b1844ce14,
F1636,Float64,13,0.001431,303,false,0.312934,false,0.312934,0.0,6430.0,18.449112360789503,103.84268966713303,0.0,0.0,2.0,11.0,266.6399999999994,true,,3e8036da2cc029036d17a092f27ec3721b6a8bb9ffb0631b57f08b4c11b8aca5,
F1637,Float64,13,0.001431,172,false,0.404014,false,0.404014,0.0,5589.0,8.4785533134855,72.39057321790601,0.0,0.0,1.0,6.0,105.31999999999971,true,,bf27edf8ca7c73db306645322a28cc75e736677f0c876be2d22773785d05335e,
F1638,Float64,13,0.001431,237,false,0.643511,false,0.643511,0.0,1993.0,9.970559047304002,50.32056148621748,0.0,0.0,0.0,3.0,185.3199999999997,true,,558b6b427ddd5aed2cdb77c8dfaab5950517a13b4c6234b3e8a304a113962edc,
F1639,Float64,13,0.001431,5417,false,0.312934,false,0.312934,0.0,18746400000.0,14900956.656214576,296069170.4839358,0.0,0.0,137068.0,960538.85,132988485.83599937,false,,dc8b39e372a70929a954bd8e7333a59ffc1ae1d8534869b1ff24ca164949dfaf,
F1640,Float64,13,0.001431,4578,false,0.404014,false,0.404014,0.0,9588332708.0,7781631.184421657,167798310.19267523,0.0,0.0,49320.0,442554.66,70213660.40959981,false,,38a36cef18a7fc1d5419d104cfe4d965c6b7bdddc890373f64f4fe451c764b15,
F1641,Float64,13,0.001431,2745,false,0.643511,false,0.643511,0.0,11746400000.0,7119325.471571288,152253778.01789904,0.0,0.0,0.0,385366.0,61275380.62479972,false,,09c09ecd7c7612a2e44a34b536c07ff83e8b92a3aac1e20c5db1b63890156299,
F1642,Float64,13,0.001431,346,false,0.257581,false,0.257581,0.0,1423.0,35.6894916749366,75.7841512422475,0.0,0.0,18.0,45.0,370.0,true,,7488a3725f44eb900d258e4730590cdf98ac4159f020411b5cb103fe0a6fadd3,
F1643,Float64,13,0.001431,316,false,0.367516,false,0.367516,0.0,1422.0,19.219869886426288,73.43641467016324,0.0,0.0,2.0,12.0,361.0,true,,c5979188d99f9823a48dbcfee39f5f49ada0b73a99357917088d9eb8663a61c1,
F1644,Float64,13,0.001431,109,false,0.357151,false,0.357151,0.0,158.0,16.46962178851031,19.528658299052633,0.0,0.0,9.0,28.0,76.0,true,,1811cdd64a4bc964d39b47e53c060032f82946f52b18660d83ee87be593b902f,
F1645,Float64,13,0.001431,6375,false,0.257581,false,0.257581,0.0,12438782.48,331325.5133057669,759835.086584205,0.0,0.0,151358.0,418196.0,3427666.959999992,false,,c55969584f0aeaaf296c538806d1025db03d2c96cc397960fa72228c8db8bf1f,
F1646,Float64,13,0.001431,4559,false,0.367516,false,0.367516,0.0,12438782.48,177862.39661484177,739736.9521915249,0.0,0.0,13001.0,112247.0,3427666.959999992,false,,849d575d73bc75dfab611848e982bd6a96e12f4d0a1cf35b6e81c115c4acdd76,
F1647,Float64,13,0.001431,5551,false,0.357151,false,0.357151,0.0,1473300.0,153463.11669092512,202399.22621803536,0.0,0.0,71251.0,226614.0,742201.3999999999,false,,36af9590febd026a61ce410dd64164bd455b89118de6d78c9711d642b97a14bd,
F1648,Float64,13,0.001431,153,false,0.499394,false,0.499394,0.0,4097.0,5.65486823244018,57.2454384039283,0.0,0.0,1.0,3.0,84.0,true,,d44dc94d70bde36d1c18395dc576e330c33f8037b4c92218a4433cdaacbda210,
F1649,Float64,13,0.001431,130,false,0.550777,false,0.550777,0.0,4097.0,4.519020840224942,52.275150528370716,0.0,0.0,0.0,2.0,62.31999999999971,true,,616b5044c48f939df6c7c0e544d0c4e9564d4f2fdaab2af25fb7362fa737977a,
F1650,Float64,13,0.001431,76,false,0.881023,false,0.881023,0.0,1993.0,1.1358473922152388,22.4227386340815,0.0,0.0,0.0,0.0,19.0,true,,b0051ba7c3f900c6061b8ce458433f1ea497f6fcf5cd9b200d3eb1b824ab6a0d,
F1651,Float64,13,0.001431,3678,false,0.499394,false,0.499394,0.0,14456400000.0,10032736.89537766,232033689.0078822,0.0,0.0,1.0,340000.0,81241488.72159919,false,,38dc5fc888f2f62d97db11fccb36b560092e68e01a36a50e84877768e753ad4a,
F1652,Float64,13,0.001431,3383,false,0.550777,false,0.550777,0.0,9588332708.0,7552829.622165619,167678519.32687744,0.0,0.0,0.0,200000.0,69962733.45679998,false,,834da2090f5ff09289a6978cf886de725827b14a1e5190fc101c2f6fd1dbe0cb,
F1653,Float64,13,0.001431,768,false,0.881023,false,0.881023,0.0,7456400000.0,2479907.273275995,88596388.12692735,0.0,0.0,0.0,0.0,10743335.239999956,false,,491021eed4a3c95c670cea601117d7a07b670ae54721864f24eeaadd884a3006,
F1654,Float64,13,0.001431,112,false,0.851803,false,0.851803,0.0,891.0,2.28018524644393,19.710237051423523,0.0,0.0,0.0,0.0,51.0,true,,ba5b9ec5951d1ccfcd8e7041277acb771df309bdb33637481685258ab6b8250b,
F1655,Float64,13,0.001431,41,false,0.935936,false,0.935936,0.0,106.0,0.36156136288455176,3.0383921957867006,0.0,0.0,0.0,0.0,8.0,true,,64cdd32d2df9c912afae8ef69f4a71c305eb2f8cc5905bfa55bfb7d9e27cb97e,
F1656,Float64,13,0.001431,102,false,0.882457,false,0.882457,0.0,891.0,1.918623883559378,19.125655792593218,0.0,0.0,0.0,0.0,41.0,true,,d607be3ab7ccf5b622e52a828677d9586dbc52dc21873dd9b4a1c2350d0d744e,
F1657,Float64,13,0.001431,980,false,0.851803,false,0.851803,0.0,37099725.0,153942.96380857867,972297.1138701472,0.0,0.0,0.0,0.0,3320849.879999987,false,,e63f19259313a2d275418801523fd09d534e025e686aa5c147b32ca445aa1920,
F1658,Float64,13,0.001431,395,false,0.935936,false,0.935936,0.0,36000000.0,29860.44439188444,450081.1781978568,0.0,0.0,0.0,0.0,700000.0,false,,56654d90a9142bbbea157239aa41a19539ea53396088ecbe6af87e266450d3f5,
F1659,Float64,13,0.001431,820,false,0.882457,false,0.882457,0.0,36139725.0,124082.51941669422,830588.8483657029,0.0,0.0,0.0,0.0,2955897.8799999994,false,,5bc4e69e1910dfd609a0d71c2beebfe15c529e66a32df8c1692b4fed92dea016,
F1660,Float64,13,0.001431,14,false,0.974308,false,0.974308,0.0,15.0,0.06086668871981475,0.527593603292914,0.0,0.0,0.0,0.0,2.0,true,0.0:8836; 1.0:114; 2.0:52; 3.0:23; 4.0:19,4c7fb5c89f6fbf00397bed2a80e63af021d23f506c5b65efa942b5d34e6672a3,
F1661,Float64,13,0.001431,2,false,0.999779,true,0.999779,0.0,1.0,0.00022053148086889404,0.01484866481320256,0.0,0.0,0.0,0.0,0.0,true,0.0:9067; 1.0:2,8b6fc77a1970d6aa4c0d3da910bd7e1c41f95fbfddbff921a70a2060e290fabd,
F1662,Float64,13,0.001431,14,false,0.974308,false,0.974308,0.0,15.0,0.06064615723894586,0.5253151067253888,0.0,0.0,0.0,0.0,2.0,true,0.0:8836; 1.0:114; 2.0:52; 3.0:23; 4.0:20,b7d92125bfb66529c688a1fb51fffc516748195c3d3321e14b6ba77c30e156e4,
F1663,Float64,13,0.001431,205,false,0.974308,false,0.974308,0.0,518551.77,497.21138273238506,8084.475130891305,0.0,0.0,0.0,0.0,8314.748799999934,false,,7a62af8ba526eac9f56eac26105d5a2c1e4807e2b7356962099b50125b782caf,
F1664,Float64,13,0.001431,3,false,0.999779,true,0.999779,0.0,14020.0,1.7664571617598412,148.70043926271546,0.0,0.0,0.0,0.0,0.0,true,0.0:9067; 2000.0:1; 14020.0:1,7ab5ea2559e309189c9d657db94f21dd8f4e883c95a3659b2a81fca39cb9b379,
F1665,Float64,13,0.001431,205,false,0.974308,false,0.974308,0.0,518551.77,495.44492557062523,8066.878107409817,0.0,0.0,0.0,0.0,8314.748799999934,false,,c222135bca81099ef2a2e478f7721c5d83e9ea088a1707c16c2a8fa398d82687,
F1666,Float64,13,0.001431,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9069,f9d51fed51f0d1c991311db38af94e7c6d7667e4269d9d7d0def3e750f130478,F1613
F1667,Float64,13,0.001431,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9069,f9d51fed51f0d1c991311db38af94e7c6d7667e4269d9d7d0def3e750f130478,F1613
F1668,Float64,13,0.001431,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9069,f9d51fed51f0d1c991311db38af94e7c6d7667e4269d9d7d0def3e750f130478,F1613
F1669,Float64,13,0.001431,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9069,f9d51fed51f0d1c991311db38af94e7c6d7667e4269d9d7d0def3e750f130478,F1613
F1670,Float64,13,0.001431,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9069,f9d51fed51f0d1c991311db38af94e7c6d7667e4269d9d7d0def3e750f130478,F1613
F1671,Float64,13,0.001431,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9069,f9d51fed51f0d1c991311db38af94e7c6d7667e4269d9d7d0def3e750f130478,F1613
F1672,Float64,13,0.001431,4,false,0.991179,true,0.991179,0.0,4.0,0.009482853677362443,0.10666636063593912,0.0,0.0,0.0,0.0,0.0,true,0.0:8989; 1.0:76; 2.0:3; 4.0:1,fe31ccad62419d1f828883e28f14c8510782df9a02e4d7dceb1e566b82010994,
F1673,Float64,13,0.001431,4,false,0.991179,true,0.991179,0.0,4.0,0.009482853677362443,0.10666636063593912,0.0,0.0,0.0,0.0,0.0,true,0.0:8989; 1.0:76; 2.0:3; 4.0:1,fe31ccad62419d1f828883e28f14c8510782df9a02e4d7dceb1e566b82010994,F1672
F1674,Float64,13,0.001431,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9069,f9d51fed51f0d1c991311db38af94e7c6d7667e4269d9d7d0def3e750f130478,F1613
F1675,Float64,13,0.001431,57,false,0.991179,true,0.991179,0.0,75000.0,25.461085014885878,1039.3031368406903,0.0,0.0,0.0,0.0,0.0,false,,886687c1c69dfe531825bfad8d40c656316fc411a4558ae52302b954dec19b45,
F1676,Float64,13,0.001431,57,false,0.991179,true,0.991179,0.0,75000.0,25.461085014885878,1039.3031368406903,0.0,0.0,0.0,0.0,0.0,false,,886687c1c69dfe531825bfad8d40c656316fc411a4558ae52302b954dec19b45,F1675
F1677,Float64,13,0.001431,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9069,f9d51fed51f0d1c991311db38af94e7c6d7667e4269d9d7d0def3e750f130478,F1613
F1678,Float64,13,0.001431,56,false,0.880582,false,0.880582,0.0,494.0,0.7758297496967692,11.398258934862948,0.0,0.0,0.0,0.0,7.319999999999709,true,,6873ce4425039740f8b235096716d7e2de950a625c5a4276555ea15364714f90,
F1679,Float64,13,0.001431,18,false,0.970669,false,0.970669,0.0,27.0,0.07288565442716947,0.7094670831002854,0.0,0.0,0.0,0.0,2.0,true,0.0:8803; 1.0:153; 2.0:45; 3.0:23; 5.0:13,157ff8edb104da9a4fb84ef677c366aaae3c82f8f099f18d122bbc11a72abf4d,
F1680,Float64,13,0.001431,56,false,0.902966,false,0.902966,0.0,494.0,0.7029440952695998,11.367669950373946,0.0,0.0,0.0,0.0,6.0,true,,02af68bb0da73e58d7460c6c2e57d877cfad6f3f0b0c12b410a1c83d8d51b831,
F1681,Float64,13,0.001431,857,false,0.880582,false,0.880582,0.0,150508618.0,90765.40829970226,2291792.530929574,0.0,0.0,0.0,0.0,1034926.119999991,false,,e9dbb9ce9f1ab89da1325913deb65bb3adb506083820ce1968cdfb0fd1b8fa41,
F1682,Float64,13,0.001431,204,false,0.970669,false,0.970669,0.0,13000000.0,12791.60671518359,238775.16960706023,0.0,0.0,0.0,0.0,145323.8399999997,false,,0bea00e7ec4b62f4281bb3cc56f4668ebcdac446767fdf2558efa03a6abf5b52,
F1683,Float64,13,0.001431,728,false,0.902966,false,0.902966,0.0,150508618.0,77973.80158451869,2277628.055742999,0.0,0.0,0.0,0.0,822895.9999999973,false,,604d3a5ed5f4c1fc9713bfed9de6a446f6765e96d9ac507e6c7c24a2960de221,
F1684,Float64,13,0.001431,19,false,0.886095,false,0.886095,0.0,86.0,0.2553754548461793,1.5591597766159562,0.0,0.0,0.0,0.0,5.0,true,0.0:8036; 1.0:624; 2.0:193; 3.0:81; 4.0:40,1ecc075612af752fcbabdeb3f380cdd014461c799f38e31a4cc7e0b74fdf11b2,
F1685,Float64,13,0.001431,16,false,0.965266,false,0.965266,0.0,37.0,0.08082478773844966,0.7236955847843002,0.0,0.0,0.0,0.0,2.0,true,0.0:8754; 1.0:180; 2.0:68; 3.0:20; 4.0:14,744d0940a995fb79d17efb73dfb49ff7fdcaf0988f854ce03ab0816abd44c044,
F1686,Float64,13,0.001431,17,false,0.915206,false,0.915206,0.0,86.0,0.17455066710772962,1.3744629277778047,0.0,0.0,0.0,0.0,3.0,true,0.0:8300; 1.0:504; 2.0:129; 3.0:56; 4.0:24,89a92fbfcada9005e122876907b86a3ec605f881582475bb5ff741e4d3a98959,
F1687,Float64,13,0.001431,736,false,0.886095,false,0.886095,0.0,187901768.2,131096.7937413166,3150754.2431010837,0.0,0.0,0.0,0.0,294627.51999999606,false,,321712683389fcd0b9553f0d5fe6f8d1843368b20521b297af44b064c5b4cbe8,
F1688,Float64,13,0.001431,270,false,0.965266,false,0.965266,0.0,60648349.14,72489.72810122394,1532630.7405921223,0.0,0.0,0.0,0.0,7724.999999999454,false,,2d54f007e9d8f9a45e5b8b272a5b490362a25e42ea19e35518dda46bc3194fa1,
F1689,Float64,13,0.001431,493,false,0.915206,false,0.915206,0.0,187901768.2,58607.06564009262,2754366.274292649,0.0,0.0,0.0,0.0,84671.6799999989,false,,6fdff4f2cb50f24717f2c005ab8df2a408f312d754ffed87f2f3043c422f27bf,
F1690,Float64,7,0.000771,72,false,0.712617,false,0.712617,0.0,4921.0,2.4611570247933883,62.03635214203882,0.0,0.0,0.0,1.0,15.260000000000218,true,,f18a34ba87b10ac6a6aecb8e8b1ab6d123589a2ad12dbec9a7acf8af3a288459,
F1691,Float64,7,0.000771,69,false,0.829972,false,0.829972,0.0,4920.0,2.2014325068870524,62.02010851495567,0.0,0.0,0.0,0.0,14.260000000000218,true,,78ffdfc94a88066771c54a48b29203eb9ff6b57001aac843e1525561c944fe28,
F1692,Float64,7,0.000771,12,false,0.837796,false,0.837796,0.0,14.0,0.2597245179063361,0.7802542010937795,0.0,0.0,0.0,0.0,3.0,true,0.0:7603; 1.0:983; 2.0:315; 3.0:92; 4.0:33,1cfd43bf8bfef77b825762298f08caab3a5a8b432247ca7944aef9d95a919f6d,
F1693,Float64,7,0.000771,1123,false,0.712617,false,0.712617,0.0,1283131656.0,708273.6952066115,18540520.4792715,0.0,0.0,0.0,21000.0,4342098.000000029,true,,08ace7ee8fa979203dd8fe449936a77ea331ad83405bd3d4a5e6f9f8cf8832d8,
F1694,Float64,7,0.000771,740,false,0.829972,false,0.829972,0.0,1282698019.0,633854.1024793389,18501643.52990599,0.0,0.0,0.0,0.0,3595560.0000000014,true,,fed524ee05b6fafefca19c89dab2fe8df95b2328f5d5176ba7e3cd51e1d85285,
F1695,Float64,7,0.000771,512,false,0.837796,false,0.837796,0.0,69300000.0,74419.59272727273,1119082.869529116,0.0,0.0,0.0,0.0,1002600.0000000022,true,,198253667fc169c0b87b4978463205701b0d58604c350528842d09568129de0e,
F1696,Float64,7,0.000771,62,false,0.911295,false,0.911295,0.0,724.0,0.7678236914600551,9.718788735862677,0.0,0.0,0.0,0.0,14.0,true,,9b11225fde781fc255fe142766a7d9540b8d068885ec16f20940ed342c01263d,
F1697,Float64,7,0.000771,36,false,0.952287,false,0.952287,0.0,561.0,0.3168044077134986,7.1365600229903245,0.0,0.0,0.0,0.0,4.0,true,,4cf2c677d5ea2af1da803ac9b6c7c744fa00f1108cf176a59dd8e998444a2bfa,
F1698,Float64,7,0.000771,48,false,0.924628,false,0.924628,0.0,163.0,0.4510192837465565,3.9523466972934065,0.0,0.0,0.0,0.0,10.0,true,,523187a5d90433fbd2e7bd8b0049795f2f3d3779804c271e13b5c7bd38883d54,
F1699,Float64,7,0.000771,696,false,0.911295,false,0.911295,0.0,544916052.2,197233.46703581268,5908601.423125708,0.0,0.0,0.0,0.0,2897368.2200000095,false,,4067cba5d4a444f74330795d626f1d5d5cf1bc2b07ebe5de6cd072786d0a6bf2,
F1700,Float64,7,0.000771,351,false,0.952287,false,0.952287,0.0,266284001.1,84450.2840352617,2871984.570647804,0.0,0.0,0.0,0.0,1126000.000000022,false,,81b29ae7bfa935c2fc1bf4700196ee6c333aae61851c6c8b0b6cf186479d1ff5,
F1701,Float64,7,0.000771,584,false,0.924628,false,0.924628,0.0,278632051.1,112783.18300055097,3147702.2615216672,0.0,0.0,0.0,0.0,1385334.3800000234,false,,b8ed2501b30f6e35c3e5ce0d790051431c7476e8ee97aad42148d90c410f31a3,
F1702,Float64,7,0.000771,690,false,0.033058,false,0.007603,0.0,11540.0,110.65013774104683,284.6824397125634,1.0,16.0,54.0,112.0,1158.8600000000024,true,,18596058d83cd48a82b3bd291d858b8eb507e064120d9f6d6b13a9cc6bdc96a5,
F1703,Float64,7,0.000771,539,false,0.093994,false,0.038457,0.0,9113.0,57.413333333333334,214.79651991647287,0.0,4.0,15.0,41.0,828.5600000000013,true,,bf961a79cce7cf98fa0b5891914845596f9520b52cd6f7f212601c35267bd366,
F1704,Float64,7,0.000771,396,false,0.05124,false,0.035813,0.0,3035.0,53.2368044077135,104.33920424992323,0.0,10.0,31.0,67.0,428.52000000000044,true,,236b08d57ace9a93febea165bc3b8aef6a3afcae25008c7c132c4e704a096a59,
F1705,Float64,7,0.000771,8764,false,0.007603,false,0.007603,0.0,131567000000.0,92019313.12915592,2516058888.9009404,1378.4539999999995,406689.3,1106632.0,3293665.135,456398401.7260008,false,,693859cbda9ebf95adf5c7395ae61b539e4163dbc589e69aa8b7e8edbdfa858c,
F1706,Float64,7,0.000771,8178,false,0.038457,false,0.038457,0.0,82428651510.0,48231435.96252011,1376918250.4094281,0.0,193380.625,575111.0,1636750.33,218337727.72800136,false,,fbb9acc03fce020c703d8069c594fd5ce1671b478b10d126d51d9e69421c02d2,
F1707,Float64,7,0.000771,8326,false,0.035813,false,0.035813,0.0,65983050837.0,43787945.30466776,1161926847.5316885,0.0,166976.5,518973.0,1558931.905,215607734.91600087,false,,340e274b569c8ac4255500771d6ee4572a9366133fabad4dc8a0776a52280a7e,
F1708,Float64,7,0.000771,687,false,0.042755,false,0.038567,0.0,11520.0,108.57278236914601,283.4387016539709,0.0,15.0,53.0,110.5,1154.3800000000028,true,,adce86b5ae7fb3badc65429f485165022e5e04bc9d3e027d32b2cc154a0e0681,
F1709,Float64,7,0.000771,532,false,0.102369,false,0.102369,0.0,9097.0,56.62358126721763,214.04838312857422,0.0,3.0,14.0,40.0,827.5200000000004,true,,a808dbbd558714f71864d0590296c94ea82b8f6b6ed17d115f7075999a8de6cd,
F1710,Float64,7,0.000771,383,false,0.069972,false,0.069972,0.0,3034.0,51.949201101928374,103.70717707322261,0.0,9.0,30.0,66.0,413.5600000000013,true,,41e4bf2ed56bbf985468f1d03ca2750c5377a8b2ccf305ab6c4e6f9d57b94337,
F1711,Float64,7,0.000771,8401,false,0.038567,false,0.038567,0.0,42397065189.0,43142380.03606943,850984326.8513291,0.0,330689.0,946824.0,2915448.805,379015958.464,false,,d0997c98f9c0f7795f06c75d3dbf4bb776cd3c89faaf89abea16c4e4e4e2f492,
F1712,Float64,7,0.000771,7564,false,0.102369,false,0.102369,0.0,35409740314.0,25042112.059842426,586718330.203769,0.0,111380.0,450000.0,1416178.87,173401431.69200003,false,,e8fe44c312087e054285ad185df6a7dd9aaac120f5ea360c96fd04208fce8ff4,
F1713,Float64,7,0.000771,8044,false,0.069972,false,0.069972,0.0,15123083329.0,18100267.976448484,303487693.6899986,0.0,148278.24,495948.18,1434416.5,165708028.72000068,false,,5486e80d8a90eb17f283da1ecaff319e3cbba31a58eb92f2c227fd17cfb7d83b,
F1714,Float64,7,0.000771,687,false,0.042755,false,0.038567,0.0,11520.0,108.57278236914601,283.4387016539709,0.0,15.0,53.0,110.5,1154.3800000000028,true,,adce86b5ae7fb3badc65429f485165022e5e04bc9d3e027d32b2cc154a0e0681,F1708
F1715,Float64,7,0.000771,532,false,0.102369,false,0.102369,0.0,9097.0,56.62358126721763,214.04838312857422,0.0,3.0,14.0,40.0,827.5200000000004,true,,a808dbbd558714f71864d0590296c94ea82b8f6b6ed17d115f7075999a8de6cd,F1709
F1716,Float64,7,0.000771,383,false,0.069972,false,0.069972,0.0,3034.0,51.949201101928374,103.70717707322261,0.0,9.0,30.0,66.0,413.5600000000013,true,,41e4bf2ed56bbf985468f1d03ca2750c5377a8b2ccf305ab6c4e6f9d57b94337,F1710
F1717,Float64,7,0.000771,8401,false,0.038567,false,0.038567,0.0,42397065189.0,43142380.03606943,850984326.8513291,0.0,330689.0,946824.0,2915448.805,379015958.464,false,,d0997c98f9c0f7795f06c75d3dbf4bb776cd3c89faaf89abea16c4e4e4e2f492,F1711
F1718,Float64,7,0.000771,7564,false,0.102369,false,0.102369,0.0,35409740314.0,25042112.059842426,586718330.203769,0.0,111380.0,450000.0,1416178.87,173401431.69200003,false,,e8fe44c312087e054285ad185df6a7dd9aaac120f5ea360c96fd04208fce8ff4,F1712
F1719,Float64,7,0.000771,8044,false,0.069972,false,0.069972,0.0,15123083329.0,18100267.976448484,303487693.6899986,0.0,148278.24,495948.18,1434416.5,165708028.72000068,false,,5486e80d8a90eb17f283da1ecaff319e3cbba31a58eb92f2c227fd17cfb7d83b,F1713
F1720,Float64,7,0.000771,23,false,0.855647,false,0.855647,0.0,27.0,0.4403305785123967,1.5747469605912565,0.0,0.0,0.0,0.0,7.0,true,0.0:7765; 1.0:494; 2.0:298; 3.0:148; 4.0:121,aaa090f91c2f3d76d9788c5807d468102a936d52e2a5c7985cc2ac23fceecff8,
F1721,Float64,7,0.000771,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9075,840a34ff8c9adc3fb7a9c96c9fffd6c6811da72402ae2a360902727fef21f165,
F1722,Float64,7,0.000771,23,false,0.855647,false,0.855647,0.0,27.0,0.4403305785123967,1.5747469605912565,0.0,0.0,0.0,0.0,7.0,true,0.0:7765; 1.0:494; 2.0:298; 3.0:148; 4.0:121,aaa090f91c2f3d76d9788c5807d468102a936d52e2a5c7985cc2ac23fceecff8,F1720
F1723,Float64,7,0.000771,379,false,0.855647,false,0.855647,0.0,416318.6,3245.550084848485,13295.007313156899,0.0,0.0,0.0,0.0,60392.498000000196,false,,1e55cd374bedc6ce108b65a9b38a52e0412d773030e839c6acbe43df234a600d,
